FieldsBase Fixed Platform Search - Data Download,,,,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:02 for Dirk Rook,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Name,Region,Country,Block,Field,Project,Operator,Status,Type,Installation year,Function,Production type,Process module,Accommodation module,Drilling module,Utility module,Well head module,Water depth (m),Remark
A-AUX,"USA, Gulf of Mexico",USA,High Island - 140,High Island 140,High Island 140,Nippon Oil,Installed,Unknown Fixed,1993,,,,,,,,16,
B,"USA, Gulf of Mexico",USA,High Island - 140,High Island 140,High Island 140,PennzEnergy,Removed,Steel jacket,1962,Production,Gas,,,,,,15,
C,"USA, Gulf of Mexico",USA,High Island - 140,High Island 140,High Island 140,Devon Energy,Removed,Steel jacket,1973,Production,Gas,,,,,,14,Explosive removal planned.
D,"USA, Gulf of Mexico",USA,High Island - 140,High Island 140,"High Island 140, Black Elk Energy Removals - 2012",Black Elk Energy,Scheduled for removal,Unknown Fixed,1996,,,,,,,,16,"40,006"
E,"USA, Gulf of Mexico",USA,High Island - 140,High Island 140,High Island 140 Phase II,Nippon Oil,Installed,Caisson,2007,,,,,,,,16,
#9,"USA, Gulf of Mexico",USA,High Island - 154,High Island 154,High Island 154,ConocoPhillips,Installed,Steel jacket,1978,Production,,Y,N,N,N,N,16,Jacket and deck set 1978.
1,"USA, Gulf of Mexico",USA,High Island - 154,High Island 154,High Island 154,ConocoPhillips,Removed,Steel jacket,1977,Production,Gas,,,,,,16,Sever mechanically & remove to shore.
A,"USA, Gulf of Mexico",USA,High Island - 154,High Island 154,High Island 154,ConocoPhillips,Installed,Jackup,1978,Production,Gas,Y,N,,N,N,16,Jackup in place 1/78. (Mat-supported jackup platform) MAT-SUPPORTED JACKUP TYPE PLATFORM.
A-AUX1,"USA, Gulf of Mexico",USA,High Island - 154,High Island 154,High Island 154,Transcontinental Gas Pipeline,Installed,Steel jacket,1978,Drilling,Oil & Gas,,,,,,16,
A-AUX2,"USA, Gulf of Mexico",USA,High Island - 154,High Island 154,High Island 154,Transcontinental Gas Pipeline,Installed,Steel jacket,1978,Drilling,Oil & Gas,,,,,,16,
A-VALVE,"USA, Gulf of Mexico",USA,High Island - 154,High Island 154,High Island 154,Transcontinental Gas Pipeline,Installed,Unknown Fixed,1978,,,,,,,,16,
B,"USA, Gulf of Mexico",USA,High Island - 154,High Island 154,High Island 154,Union Oil,Installed,Caisson,2000,Wellhead,,,,,,,15,
JA,"USA, Gulf of Mexico",USA,High Island - 154,High Island 154,"High Island 154 removal, High Island 154",Fairways Offshore Exploration,Scheduled for removal,Steel jacket,1998,Production,Gas,Y,N,,N,,16,
A,"USA, Gulf of Mexico",USA,High Island - 156,High Island 156,High Island 156,LLOG,Removed,Unknown Fixed,2007,,,,,,,,,"1,940"
AP,"USA, Gulf of Mexico",USA,High Island - 157,High Island 157,High Island 157,Williams,Removed,Steel jacket,1990,Compression,Gas,,,,,,16,
1,"USA, Gulf of Mexico",USA,High Island - 160,High Island 160,High Island 160,Shell,Removed,Steel jacket,1961,Production,Gas,,,,,,16,Sever with explosives.
1,"USA, Gulf of Mexico",USA,High Island - 135,High Island 160,High Island 160,Shell,Removed,Steel jacket,1964,Production,Gas,,,,,,15,Sever with explosives.
2,"USA, Gulf of Mexico",USA,High Island - 136,High Island 160,High Island 160,Shell,Removed,Steel jacket,1964,Production,Gas,,,,,,15,Sever with explosives.
2,"USA, Gulf of Mexico",USA,High Island - 160,High Island 160,High Island 160,Shell,Removed,Steel jacket,1961,Production,Gas,,,,,,16,
2,"USA, Gulf of Mexico",USA,High Island - 135,High Island 160,High Island 160,ConocoPhillips,Removed,Steel jacket,1964,Production,Gas,,,,,,15,
3,"USA, Gulf of Mexico",USA,High Island - 136,High Island 160,High Island 160,ConocoPhillips,Removed,Steel jacket,1964,Production,Gas,,,,,,15,
3,"USA, Gulf of Mexico",USA,High Island - 135,High Island 160,High Island 160,Shell,Removed,Steel jacket,1964,Production,Gas,,,,,,15,
3,"USA, Gulf of Mexico",USA,High Island - 161,High Island 160,High Island 160,Shell,Removed,Steel jacket,1965,Production,Gas,,,,,,16,
4,"USA, Gulf of Mexico",USA,High Island - 135,High Island 160,High Island 160,Shell,Removed,Steel jacket,1964,Production,Gas,,,,,,15,
4,"USA, Gulf of Mexico",USA,High Island - 161,High Island 160,High Island 160,Shell,Removed,Steel jacket,1967,Production,Gas,,,,,,16,Sever with explosives.
4,"USA, Gulf of Mexico",USA,High Island - 136,High Island 160,High Island 160,Shell,Removed,Steel jacket,1965,Production,Gas,,,,,,15,
5,"USA, Gulf of Mexico",USA,High Island - 135,High Island 160,High Island 160,Shell,Removed,Steel jacket,1964,Production,Gas,,,,,,15,Sever with explosives.
5,"USA, Gulf of Mexico",USA,High Island - 160,High Island 160,High Island 160,Shell,Removed,Steel jacket,1965,Production,Gas,,,,,,16,Sever with explosives.
5,"USA, Gulf of Mexico",USA,High Island - 136,High Island 160,High Island 160,ConocoPhillips,Removed,Steel jacket,1965,Production,Gas,,,,,,16,
6,"USA, Gulf of Mexico",USA,High Island - 160,High Island 160,High Island 160,Shell,Removed,Steel jacket,1965,Production,Gas,,,,,,16,
A,"USA, Gulf of Mexico",USA,High Island - 136,High Island 160,High Island 160,ConocoPhillips,Installed,Steel jacket,1966,Production,Gas,,,,,,15,
A,"USA, Gulf of Mexico",USA,High Island - 134,High Island 160,High Island 160,SPN,Removed,Steel jacket,1988,Production/Drilling,Gas,Y,,,N,N,15,Proposed explosive removal
B,"USA, Gulf of Mexico",USA,High Island - 161,High Island 160,High Island 160,ConocoPhillips,Installed,Steel jacket,1966,Production,Gas,,,,,,16,
JA,"USA, Gulf of Mexico",USA,High Island - 160,High Island 160,High Island 160,Shell,Installed,Steel jacket,1995,Production,Gas,Y,N,N,N,N,17,"Platform salvaged from High Island 178 ""B"". PLATFORM SALVAGED FROM HIGH ISLAND 178 ""B""."
A,"USA, Gulf of Mexico",USA,High Island - 162,High Island 162,High Island 162,Mariner Energy,Removed,Steel jacket,2001,Production,,Y,N,N,N,N,15,Platform application approved 06/13/01. MECHANICAL REMOVAL PROPOSED. HORIZON AND OSFI BIDDING ON JOB.
#2,"USA, Gulf of Mexico",USA,High Island - 165,High Island 165,High Island 165,Statoil,Installed,Steel jacket,2006,Production,,Y,N,N,N,N,15,
#1,"USA, Gulf of Mexico",USA,High Island - 166,High Island 166,High Island 166,Mariner Energy,Removed,Caisson,2002,Wellhead,Gas,,,,,,13,ID#1070.1
A,"USA, Gulf of Mexico",USA,High Island - 166,High Island 166,High Island 166,EOG,Removed,Steel jacket,1988,Production/Drilling,Gas,Y,N,Y,N,Y,20,
A,"USA, Gulf of Mexico",USA,High Island - 167,High Island 167,High Island 167,Devon Energy,Installed,Steel jacket,1988,Production/Drilling,Gas,Y,N,Y,N,Y,16,
1,"USA, Gulf of Mexico",USA,High Island - 169,High Island 169,High Island 169,Apache,Removed,Caisson,1998,Production,Gas,,N,,,,17,
2,"USA, Gulf of Mexico",USA,High Island - 169,High Island 169,High Island 169,Apache,Removed,Caisson,2006,Production,Gas,Y,N,,N,N,18,
A,"USA, Gulf of Mexico",USA,High Island - 170,High Island 170,High Island 170,Hess,Installed,Steel jacket,2004,Production,,Y,N,N,N,N,16,
A,"USA, Gulf of Mexico",USA,High Island - 175,High Island 175,High Island 175,Hydro (A),Installed,Steel jacket,2002,Production,,Y,N,N,N,N,15,675 ton platform.
A,"USA, Gulf of Mexico",USA,High Island - 175,High Island 175,High Island 175,ERT,Removed,Steel jacket,1988,Production/Drilling,Gas,Y,N,Y,N,Y,16,
#2,"USA, Gulf of Mexico",USA,High Island - 175,High Island 175,"High Island 175 Decommissioning, High Island 175",Mariner Energy,Scheduled for removal,Unknown Fixed,2002,,,,,,,,15,
B,"USA, Gulf of Mexico",USA,High Island - 176,High Island 176,High Island 176,ExxonMobil,Installed,Steel jacket,1990,Production,,Y,N,,N,N,16,Jacket and deck set 4/90.
temporary caisson,"USA, Gulf of Mexico",USA,High Island - 176,High Island 176,High Island 176 - 2012,Castex,Installed,Caisson,2011,Wellhead,,,,,,,18,Installation of Temporary Caisson protector. No production or pipelines installed under initial plan
C,"USA, Gulf of Mexico",USA,High Island - 176,High Island 176,"High Island 176, Apache 2013 Phase III removals",Apache,Scheduled for removal,Caisson,1997,Production,Gas,Y,N,,N,N,16,
A,"USA, Gulf of Mexico",USA,High Island - 177,High Island 177,High Island 177,Vastar (A),Removed,Steel jacket,1989,Production/Drilling,,Y,N,Y,N,Y,16,Jacket and deck set 1/89. (Formerly operated by Arco)
A,"USA, Gulf of Mexico",USA,High Island - 177,High Island 177,High Island 177,W & T Offshore,Removed,Steel jacket,1988,Production/Drilling,Gas,,,,,,16,
A,"USA, Gulf of Mexico",USA,High Island - 178,High Island 178,High Island 178,Anadarko,Removed,Steel jacket,1988,Production,Oil & Gas,,,,,,16,
B,"USA, Gulf of Mexico",USA,High Island - 178,High Island 178,High Island 178,Anadarko,Removed,Steel jacket,1988,Production,Oil & Gas,Y,N,N,N,N,16,Jacket and deck set 9/88. (Removed 3/94) PLATFORM REFURBISHED AND REINSTALLED AT HIGH ISLAND 160 IN 1995.
C,"USA, Gulf of Mexico",USA,High Island - 178,High Island 178,High Island 178,Anadarko,Removed,Steel jacket,1989,Production,Oil & Gas,Y,N,N,N,N,16,Jacket set 7/89. Deck set 8/89. (Removed 3/94) DECK TO BE REFURBISHED AND INSTALLED OFF TRINIDAD.
D,"USA, Gulf of Mexico",USA,High Island - 178,High Island 178,High Island 178,RME Petroleum,Removed,Steel jacket,1989,Accommodation,Oil & Gas,,,,,,16,
JA,"USA, Gulf of Mexico",USA,High Island - 178,High Island 178,High Island 178,Shell,Installed,Steel jacket,1997,Production,Gas,Y,N,N,N,N,16,
A,"USA, Gulf of Mexico",USA,High Island - 179,High Island 179,High Island 179,Shell,Installed,Steel jacket,1976,Production/Drilling,Gas,,,,,,16,
A,"USA, Gulf of Mexico",USA,High Island - 179,High Island 179,High Island 179,Shell,Installed,Steel jacket,1977,Production/Drilling,,Y,N,Y,N,Y,16,Jacket and deck set 1977.
A,"USA, Gulf of Mexico",USA,High Island - 193,High Island 193,High Island 193,ExxonMobil,Removed,Steel jacket,1978,Production/Drilling,Gas,Y,N,Y,N,Y,18,Plan submitted 12/08
A,"USA, Gulf of Mexico",USA,High Island - 207,High Island 194,High Island 194,EOG,Removed,Steel jacket,1990,Production/Drilling,Gas,Y,,Y,N,Y,17,Jacket and deck set 11/90. (Formerly operated by Elf Exploration)
JA,"USA, Gulf of Mexico",USA,High Island - 194,High Island 194,"High Island 194, Fieldwood removal campaign (24)",Shell,Scheduled for removal,Steel jacket,1989,Production/Drilling,Gas,Y,N,Y,N,Y,17,
1,"USA, Gulf of Mexico",USA,High Island - 196,High Island 196,High Island 196,Apache,Removed,Caisson,1989,Wellhead,,,,,,,16,"10,463"
A,"USA, Gulf of Mexico",USA,High Island - 199,High Island 199,High Island 199,Chevron,Installed,Steel jacket,1982,Production/Drilling,Gas,Y,N,Y,N,Y,11,
A,"USA, Gulf of Mexico",USA,High Island - 200,High Island 199,High Island 199,Hydro (A),Removed,Steel jacket,1991,Production/Drilling,Gas,,,,,,19,Non-explosive removal planned.
#1,"USA, Gulf of Mexico",USA,High Island - 201,High Island 201(Texas Leaguer),High Island 201,Statoil,Installed,Caisson,2004,Production,,Y,N,N,N,N,14,
#7,"USA, Gulf of Mexico",USA,High Island - 202,High Island 202,High Island 202,Mariner Energy,Removed,Steel jacket,2001,,Gas,,,,,,13,
A,"USA, Gulf of Mexico",USA,High Island - 202,High Island 202,High Island 202,Mariner Energy,Removed,Steel jacket,2000,Production,Gas,Y,N,,N,N,12,Application submitted to MMS for removal in Nov 2007. Not yet approved 2/08.
B,"USA, Gulf of Mexico",USA,High Island - 202,High Island 202,High Island 202,Mariner Energy,Removed,Steel jacket,2000,,Gas,,,,,,19,
A,"USA, Gulf of Mexico",USA,High Island - 206,High Island 206,High Island 206,Hydro (A),Installed,Steel jacket,2003,Production,,Y,N,N,N,N,14,
A,"USA, Gulf of Mexico",USA,High Island - 206,High Island 206,High Island 206,Delmar,Removed,Steel jacket,1975,Drilling,Oil & Gas,N,N,Y,N,Y,21,
A-Aux-1,"USA, Gulf of Mexico",USA,High Island - 206,High Island 206,High Island 206,Delmar,Removed,Steel jacket,1975,Production,,Y,N,N,N,N,21,"Jacket and deck set 1975. (Formerly operated by Texaco, then Huffco, then Elf) (Removed 1992)"
A-Aux-2,"USA, Gulf of Mexico",USA,High Island - 206,High Island 206,High Island 206,Delmar,Removed,Steel jacket,1975,Storage,,N,N,N,N,N,21,"Jacket and deck set 1975. (Formerly operated by Texaco, then Huffco, then Elf) (Removed 1992)"
A-AUX1,"USA, Gulf of Mexico",USA,High Island - 206,High Island 206,High Island 206,Delmar,Removed,Steel jacket,1975,Production,Oil & Gas,,,,,,21,
A-AUX2,"USA, Gulf of Mexico",USA,High Island - 206,High Island 206,High Island 206,Delmar,Removed,Steel jacket,1975,Storage,Oil & Gas,,,,,,21,
B,"USA, Gulf of Mexico",USA,High Island - 206,High Island 206,High Island 206,Hydro (A),Scheduled for removal,Steel jacket,2003,Production,Gas,Y,N,,N,N,17,
B,"USA, Gulf of Mexico",USA,High Island - 207,High Island 207,High Island 207,EOG,Removed,Unknown Fixed,1998,,Gas,N,N,N,N,N,15,
A,"USA, Gulf of Mexico",USA,High Island - 208,High Island 208,High Island 208,Delmar,Removed,Steel jacket,1991,Production/Drilling,Oil & Gas,Y,N,Y,N,Y,17,Jacket and deck set 8/91. (Formerly operated by Elf Aquitaine) PROPOSED EXPLOSIVE REMOVAL
A,"USA, Gulf of Mexico",USA,High Island - 21,High Island 21,High Island 21,Anadarko,Removed,Steel jacket,1986,Production,Gas,Y,N,,N,N,12,
A,"USA, Gulf of Mexico",USA,High Island - 22,High Island 22,High Island 22,Anadarko,Installed,Steel jacket,1986,Production/Drilling,Gas,Y,N,Y,N,Y,12,
B,"USA, Gulf of Mexico",USA,High Island - 22,High Island 22,High Island 22,Anadarko,Installed,Steel jacket,1983,Production,Gas,Y,N,N,N,N,6,
,"USA, Gulf of Mexico",USA,High Island - 23-L,High Island 23-L,High Island 23-L,Devon Energy,Installed,Steel jacket,1994,Production,,Y,N,,N,N,13,Jacket set 5/94. Deck set 8/94.
A,"USA, Gulf of Mexico",USA,High Island - 232,High Island 232,High Island 232,Occidental,Removed,Steel jacket,1988,Production/Drilling,Gas,Y,N,Y,N,Y,17,
1,"USA, Gulf of Mexico",USA,High Island - 233,High Island 233,High Island 233,TDC Energy,Removed,Caisson,2001,Wellhead,Gas,,,,,,16,
A,"USA, Gulf of Mexico",USA,High Island - 261,High Island 261,High Island 261,Sandefer Offshore,Removed,Steel jacket,1991,Production,Gas,Y,N,,N,N,19,
A,"USA, Gulf of Mexico",USA,High Island - 30-L,High Island 30-L,High Island 30-L,XPLOR Energy,Removed,Unknown Fixed,1969,,Gas,,,,,,13,
KCOT,"USA, Gulf of Mexico",USA,High Island - 30-L,High Island 30-L,High Island 30-L,Kilroy (A),Removed,Steel jacket,1977,Production/Drilling,Gas,Y,N,Y,N,Y,13,
#1,"USA, Gulf of Mexico",USA,High Island - 34,High Island 34,High Island 34,Anadarko,Installed,Steel jacket,1986,Production,,Y,N,N,N,N,13,Jacket and deck set 5/86.
1,"USA, Gulf of Mexico",USA,High Island - 34,High Island 34,High Island 34,Anadarko,Installed,Steel jacket,1986,Production,Gas,,,,,,13,
A,"USA, Gulf of Mexico",USA,High Island - 34,High Island 34,High Island 34,Hunt Exploration,Installed,Steel jacket,2002,Production,,Y,N,N,N,N,13,Platform will be bridge connected to existing Caisson #1 in HI34.
A,"USA, Gulf of Mexico",USA,High Island - 34,High Island 34,High Island 34,Anadarko,Removed,Unknown Fixed,1986,,,,,,,,11,Sever w/explosivesexplosives used for removal.
B,"USA, Gulf of Mexico",USA,High Island - 34,High Island 34,High Island 34,Anadarko,Installed,Steel jacket,1996,Production,Gas,Y,N,N,N,N,13,
B,"USA, Gulf of Mexico",USA,High Island - 34,High Island 34,High Island 34,Hunt Exploration,Installed,Steel jacket,2002,Production,,,,,,,13,
#1,"USA, Gulf of Mexico",USA,High Island - 37,High Island 37,High Island 37,Union Oil,Removed,Unknown Fixed,1996,,,,,,,,12,
A,"USA, Gulf of Mexico",USA,High Island - 37,High Island 37,High Island 37,Hilcorp Energy,Installed,Steel jacket,2000,Production,Gas,Y,N,N,N,N,12,
B,"USA, Gulf of Mexico",USA,High Island - 37,High Island 37,High Island 37,Hilcorp Energy,Scheduled for removal,Unknown Fixed,2003,Production,Gas,,,,,,12,"1,326"
Well #1,"USA, Gulf of Mexico",USA,High Island - 38,High Island 38,"High Island 38 Decommissioning, High Island 38",ConocoPhillips,Removed,Caisson,1997,Wellhead,Gas,,,,,N,11,
A,"USA, Gulf of Mexico",USA,High Island - 39,High Island 39,High Island 39,ExxonMobil,Installed,Steel jacket,1985,Production,,Y,N,N,N,N,11,Jacket set 11/82. Deck set 1Q/85. (Formerly operated by Superior)
#9,"USA, Gulf of Mexico",USA,High Island - 39,High Island 45,High Island 45,Merit Energy,Removed,Unknown Fixed,1997,,Gas,,,,,,8,
10,"USA, Gulf of Mexico",USA,High Island - 39,High Island 45,High Island 45,Merit Energy,Removed,Caisson,2001,Wellhead,Gas,,,,,,12,
3,"USA, Gulf of Mexico",USA,High Island - 45,High Island 45,High Island 45,Mobil,Removed,Caisson,1988,Wellhead,,,,,,,9,
A,"USA, Gulf of Mexico",USA,High Island - 45,High Island 45,High Island 45,Dominion E&P,Installed,Steel jacket,1994,Production,,,,,,,9,
A,"USA, Gulf of Mexico",USA,High Island - 45,High Island 45,High Island 45,Dominion E&P,Installed,Caisson,2001,,,,,,,,9,
B,"USA, Gulf of Mexico",USA,High Island - 52,High Island 52,High Island 52,Chevron,Removed,Steel jacket,1969,Production/Drilling,Gas,,,,,,13,
C,"USA, Gulf of Mexico",USA,High Island - 52,High Island 52,High Island 52,Gryphon Exploration,Installed,Unknown Fixed,2001,Production,Gas,,,,,,14,Also #1
A,"USA, Gulf of Mexico",USA,High Island - 52,High Island 52,"High Island 52, Fieldwood removal campaign (24)",ERT,Scheduled for removal,Steel jacket,1955,Production/Drilling,Gas,,,,,,13,
3,"USA, Gulf of Mexico",USA,High Island - 53,High Island 53,High Island 53,Forest Oil,Removed,Caisson,2003,Wellhead,Condensate & Gas,,,,,,14,
Caisson 2,"USA, Gulf of Mexico",USA,High Island - 53,High Island 53,High Island 53,"Chevron, Forest Oil",Removed,Caisson,1982,Production,,,N,,,,14,
A-TRIPOD,"USA, Gulf of Mexico",USA,High Island - 55-L,High Island 55-L,High Island 55-L,Pioneer,Installed,Steel jacket,1982,Production/Drilling,Gas,,,,,,13,
A,"USA, Gulf of Mexico",USA,High Island - 60-S,High Island 60-S,High Island 60-S,Weeks Exploration,Installed,Steel jacket,1990,Production/Drilling,Gas,Y,N,Y,N,Y,7,
A,"USA, Gulf of Mexico",USA,High Island - 68,High Island 68,High Island 68,BP,Removed,Steel jacket,1984,Production/Drilling,Gas,Y,N,Y,N,Y,11,
B,"USA, Gulf of Mexico",USA,High Island - 71,High Island 71,High Island 71,Total,Removed,Steel jacket,1986,Production,Gas,Y,N,,N,N,11,
2,"USA, Gulf of Mexico",USA,High Island - 72,High Island 72,High Island 72,Energy Partners,Removed,Caisson,2002,Production,Gas,,N,,,,10,
A,"USA, Gulf of Mexico",USA,High Island - 72,High Island 72,High Island 72,Energy Partners,Removed,Caisson,2001,Production,Gas,,N,,,,9,
A,"USA, Gulf of Mexico",USA,High Island - 73,High Island 73,High Island 73,Tana Oil & Gas,Removed,Tripod,2006,Production,,Y,N,,N,N,12,
No.2,"USA, Gulf of Mexico",USA,High Island - 73,High Island 73,High Island 73 Phase II,Tana Oil & Gas,Removed,Caisson,2008,Wellhead,Gas,,,,,,10,"2,139"
1,"USA, Gulf of Mexico",USA,High Island - 74,High Island 74,High Island 74,ATP Oil & Gas,Scheduled for removal,Caisson,2005,Wellhead,Gas,,,,,,9,"1,623"
2,"USA, Gulf of Mexico",USA,High Island - 74,High Island 74,High Island 74,ATP Oil & Gas,Scheduled for removal,Caisson,2006,Wellhead,Gas,,,,,,9,"1,830"
A,"USA, Gulf of Mexico",USA,High Island - 74,High Island 74,High Island 74,Sonat Exploration,Removed,Unknown Fixed,1995,Wellhead,Gas,,,,,,12,
A,"USA, Gulf of Mexico",USA,High Island - 84,High Island 84,High Island 84,Anadarko,Removed,Steel jacket,2002,Production,Gas,Y,N,,N,N,13,
2,"USA, Gulf of Mexico",USA,High Island - 85,High Island 85,High Island 85,Anadarko,Removed,Unknown Fixed,2002,,,,,,,,13,
A,"USA, Gulf of Mexico",USA,High Island - 85,High Island 85,High Island 85,El Paso,Removed,Steel jacket,2002,Production,Gas,Y,N,,N,N,14,
KCOT,"USA, Gulf of Mexico",USA,High Island - 87-S,High Island 87-S,High Island 87-S,Kilroy (A),Removed,Steel jacket,1981,Production/Drilling,Gas,Y,N,Y,N,Y,9,
A,"USA, Gulf of Mexico",USA,High Island - 71,High Island 88,High Island 88,Dynamic Offshore Resources,Removed,Steel jacket,1969,Production/Drilling,Gas,,,,,,11,
A-AUX,"USA, Gulf of Mexico",USA,High Island - 71,High Island 88,High Island 88,Dynamic Offshore Resources,Removed,Unknown Fixed,1969,Other,,,,,,,11,Plan submitted 07/09
B,"USA, Gulf of Mexico",USA,High Island - 88,High Island 88,High Island 88 - Phase II,Hall-Houston Oil,Removed,Tripod,2010,Production,Oil & Gas,,,,,,13,
A,"USA, Gulf of Mexico",USA,High Island - 93,High Island 93,High Island 93,UMC,Removed,Steel jacket,1994,Production,Gas,Y,N,N,N,N,14,Jacket and deck set 2/94. (Formerly operated by General Atlantic Res) REINSTALL FOR UMC AT HI 98.
,"USA, Gulf of Mexico",USA,High Island - 98-L,High Island 98-L,High Island 98-L,Devon Energy,Installed,Steel jacket,1996,Production/Drilling,,Y,N,Y,N,Y,13,Salvaged from HI 93.
KCOT,"USA, Gulf of Mexico",USA,High Island - 98-L,High Island 98-L,High Island 98-L,Kilroy (A),Installed,Steel jacket,1977,Production/Drilling,Gas,Y,N,Y,N,Y,13,
#1,"USA, Gulf of Mexico",USA,High Island - A-1,High Island A-1,High Island A-1,Dominion E&P,Installed,Caisson,2005,Production,Gas,Y,N,N,N,N,14,
A,"USA, Gulf of Mexico",USA,High Island - A-119,High Island A-119,"High Island A-119 removal, High Island A-119",BP,Removed,Steel jacket,2007,Production,,Y,N,,N,N,30,10/12: Joe Douglas carrying out P&A program at location - 60-90 days
A,"USA, Gulf of Mexico",USA,High Island - A-126,High Island A-126,High Island A-126,Energy Partners,Removed,Steel jacket,1989,Production/Drilling,Gas,Y,N,Y,N,Y,32,
A,"USA, Gulf of Mexico",USA,High Island - A-127,High Island A-126,High Island A-126,Tri-Union (A),Installed,Steel jacket,1989,Production,Gas,,,,,,30,
A,"USA, Gulf of Mexico",USA,High Island - A-129,High Island A-129,High Island A-129,ConocoPhillips,Installed,Steel jacket,1989,Production,Gas,Y,N,N,N,N,33,
A,"USA, Gulf of Mexico",USA,High Island - A-153,High Island A-153,High Island A-153,Chevron,Removed,Steel jacket,2001,Production,,Y,N,,N,N,39,"Temporary platform, reused jacket."
A,"USA, Gulf of Mexico",USA,High Island - A-154,High Island A-154,High Island A-154,ConocoPhillips,Removed,Steel jacket,1989,Production,Gas,Y,N,N,N,N,41,
A,"USA, Gulf of Mexico",USA,High Island - A-157,High Island A-157,High Island A-157,PSI Inc,Installed,Steel jacket,1990,Compression,,N,N,N,N,N,16,Jacket and deck set 10/90.
A,"USA, Gulf of Mexico",USA,High Island - A-170,High Island A-170,High Island A-170,Flash Gas & Oil,Removed,Steel jacket,1989,Production,Gas,Y,N,N,N,N,19,
