FieldsBase Field Search - Data Download,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:44 for Dirk Rook,,,,,,,,,,
,,,,,,,,,,
Filters:,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Name,Region,Country,Block,Project,Operator,Status,Production type,Production start date,Water depth (m),Remark
Forcados,West Africa,Nigeria,,"Forcados Yokri, Forcados Yokri Phs II, Forcados Yokri Integrated Project",Shell,Production,,1 Jan 1972,10,Multi-platform and subsea well cluster development on offshore part oggs riser platform put in 2002. Expansion/refurb 12/01.
Funiwa,West Africa,Nigeria,OML 86,Funiwa,Chevron,Production,,1 Jan 1982,10,"Prod & acc plats, 4 wellhead plats tied back to pennington terminal topsides upgrade 1995 05/07: temp shutdown following kidnappings"
H-Block,West Africa,Nigeria,"H, OPL 286",H-Block,Shell,Possible,Oil,4 Jun 2018,40,"2006: H-Block project covers the development of shallow water acreage OMLs-77 and 74 located close to the Eastern Niger Delta coastline. Water depth ranges from 15m to 40m. Phase 1 of the development addresses reserves in the HA, HD and JK(G) fields, whilst providing ability to include production from the HB Field (also in OML 77) and the nearby OPL 238 opportunity.
The Project is intended to integrate development of the HA, HD and JK (G) fields which are located about 20km offshore. The HD field is located some 100km south-west of Bonny Island (Bonny Terminal and NLNG), 42 km south of the Nembe Creek field (SPDC) and 29km south-east of the Brass River oil terminal (AGIP). The HA field is located some 20km west of HD. The JK field is approximately 20 km east of HD."
HA,West Africa,Nigeria,"H, OPL 286",,Shell,Possible,,,40,
Idama,West Africa,Nigeria,OML 55,Idama,Chevron,Production,,1 Aug 1993,65,Jackup production unit tied back to bonny island via inda field jackup unit transworld 59 or marine 005
Idoho,West Africa,Nigeria,"OML 68, OML 70",Idoho,ExxonMobil,Production,,1 Jan 1971,18,Three platform complex exporting oil to shore at qua iboe via pipeline
Ikija,West Africa,Nigeria,"OML 127, OPL 216",Ikija,Chevron,Sub-Commercial,Oil & Gas,15 Jun 2016,"1,848","Discovered in 2000, 21km southwest of Agbami"
Ikike,West Africa,Nigeria,OML 99,Ikike,Total,Planned,Condensate & Gas,6 Mar 2017,20,01/06: total presentation illustrates platform tieback to existing facilities at amenam
Ima,West Africa,Nigeria,OML 112,"Ima Oil, Ima Gas, Ima FSO replacement",Total,Production,Oil & Gas,1 Dec 1996,9,Ex ngo field.$19.1m loan from shell (03/00) For 2 new wells to incr prod by 6-8000b/d=double current.Shell+baker h to do work involved.
Ime,West Africa,Nigeria,OML 100,Ime,Total,Production,,1 Oct 1993,75,Single platform development tied back to odudu fsu for offshore tanker loading
Inanga,West Africa,Nigeria,OML 68,Inanga,ExxonMobil,Production,,31 Dec 1995,25,Satellite development to idoho
Inda,West Africa,Nigeria,OML 55,Inda,Chevron,Production,,1 Aug 1993,65,Jackup production unit producing to idama and onto bonny island jackup unit is either transworld 59 or marine 005
Inim,West Africa,Nigeria,OML 67,Inim,ExxonMobil,Production,,1 Jan 1974,34,Three platform complex exporting oil via pipeline to idoho field
Inuen,West Africa,Nigeria,OML 67,Inuen,ExxonMobil,Possible,Oil,17 Dec 2018,65,"Single satellite platform development possibly tied back to asasa project timing & concept uncertain at present

discovered in 1987"
Isan,West Africa,Nigeria,OML 49,,Gulf Oil Nigeria,Construction,,,6,Single steel platform exporting oil via pipeline to parabe
Isobo,West Africa,Nigeria,OML 67,"Isobo, Offshore Construction and Installation Program (OCIP), Offshore Construction and Installation Program II (OCIPII)",ExxonMobil,Production,,1 Jan 1982,20,Prodn jackup 'borgen dolphin' takes oil via bridgelink from whd plt and exports by pipe to unam b for transmission to qua iboe terminal
Iyak,West Africa,Nigeria,OML 67,Iyak,ExxonMobil,Production,,1 Mar 1991,32,Two platform complex exporting oil to utue via pipeline
Iyak Southeast,West Africa,Nigeria,OML 67,Iyak Southeast,ExxonMobil,Production,,1 Jan 1982,42,Single satellite platform exporting oil to utue facilities via pipeline
JN 2,West Africa,Nigeria,OPL 74,,Shell,Discovery,Oil & Gas,,10,
Kalaekule,West Africa,Nigeria,OML 72,Kalaekule,Shell,Production,,1 Jan 1982,19,Three platform complex exporting oil to shore at bonny terminal via pipeline
KC,West Africa,Nigeria,,KC,Shell,Production,,1 Jul 1982,20,
Kina,West Africa,Nigeria,4,,,Prospect,,,"2,000",to be drilled in Q4 2009
Kita Marine,West Africa,Nigeria,OML 123,Kita Marine,Sinopec,Possible,Oil,25 Jun 2018,10,"02/09. Development plan to be progressed. 
03/08: Addax Petroleum has completed the successful appraisal of a well offshore Nigeria that has expanded its Kita Marine area.  The KTM-6 well, in OML 123, encountered an aggregate gross oil column of 52.7 metres over four zones. Addax suggests the find opens up the possibility of initiating development and production for the first time in the northern part of OML 123. The KTM-6 appraisal well was drilled 2km to the southwest of the successful KTM-2ST1 exploration well. Both wells penetrated separate but adjacent fault blocks. The KTM-2ST1 well was drilled in late 2005 and encountered an aggregate gross oil column of 30 metres over three main zones and flow tested at 1,000 b/d of 28 degrees API oil. Flow tests were not performed on the KTM-6 well but pressure and fluid sample data indicated medium gravity oil to be present. The Kita Marine area sits in around 10 msw and is around 10km northeast of the North Oron/Oron West production facility."
Kito,West Africa,Nigeria,OML 49,,Chevron,Discovery,Oil & Gas,,3,
Kuro,West Africa,Nigeria,OPL 246,,Total,Discovery,,,"1,400",Operator is interpreting data to confirm disc (05/02). May be dev as satellite to akpo field.
Madu,West Africa,Nigeria,OML 85,Madu,Chevron,Possible,,7 May 2018,50,"11/06: foster wheeler and netco to do design work, investigate possible configurations for surface facilities"
Makaba,West Africa,Nigeria,,,Chevron,Production,,,60,Caisson installed late 1995/early 1996
Malu,West Africa,Nigeria,OML 95,"Malu, Escravos Phase IIIB (EP3B) Stage 2",Gulf Oil Nigeria,Construction,,1 Jan 1979,25,Satellite platform exporting oil via pipeline to parabe
Mefa,West Africa,Nigeria,OML 89,Mefa,Chevron,Production,,1 May 1990,12,
Mejo,West Africa,Nigeria,,Mejo,Chevron,Production,,1 Jul 1994,5,
Meren,West Africa,Nigeria,OML 95,"Meren, Escravos Phase IIIB (EP3B) Stage 2",Gulf Oil Nigeria,Production,,1 Sep 1968,18,Multi platform complex producing oil via pipeline to delta south facilities.Ongoing development
Meta,West Africa,Nigeria,,Meta,Chevron,Production,,1 Jul 1990,12,
Mfem,West Africa,Nigeria,OML 67,Mfem,ExxonMobil,Production,,1 Jan 1978,31,Satellite platform exporting oil via pipeline to ubit
Middleton,West Africa,Nigeria,OML 86,Middleton,Chevron,Production,,1 Jan 1975,15,Single drilling/production platform tied back to pennington onshore terminal - topsides upgrades by saipem 1995
Mimbo,West Africa,Nigeria,OML 123,Mimbo,Addax,Production,,1 Jun 1989,35,Satellite platform exporting oil to the anatan field for offshore tanker loading
Mina,West Africa,Nigeria,,Mina,Chevron,Production,,1 Jul 1986,17,
Miren,West Africa,Nigeria,,,Chevron,Production,,,60,Caisson installed late 1995/early 1996
Nda,West Africa,Nigeria,OPL 90,"Nda Phase I, Nda Phase II, Nda Phase III",Addax,Production,,30 Jul 2006,134,
Ndibe,West Africa,Nigeria,OML 67,,Mobil,Discovery,Oil & Gas,,,
NGO,West Africa,Nigeria,OPL 469,NGO,Abacan,Production,,1 Jul 1996,11,
Nkarika,West Africa,Nigeria,OML 100,Nkarika,Total,Possible,,30 Oct 2017,85,08/05: operator evaluating possibility of developing field. Has approached contractors with regard to an FPSO unit.  Est. Msw
Nkere,West Africa,Nigeria,OML 100,,,Discovery,Gas,,71,
Nnwa/Doro,West Africa,Nigeria,OPL 218,Nnwa/Doro,Statoil,Possible,,15 Jun 2020,"1,281",07/09: StatoilHydro and Shell continue to study development alternatives while waiting for the establishment of commercial terms for deepwater gas. Two solutionsunder study:  floating LNG unit or a subsea tie-back to shore. No contracts will be awarded until the government establishes terms for deepwater gas.
Noah,West Africa,Nigeria,OPL 226,,Solgas,Discovery,Oil & Gas,,84,08/01: plan submitted to govt. Initial well found 19metres gross oil+3metres gross gas. Res of 20 m+3 sat deposits. Poss. FPSO.
North Oron,West Africa,Nigeria,OML 123,North Oron,Addax,Production,,31 Dec 1989,8,North Oron/Oron West development area
Nsiko,West Africa,Nigeria,OPL 249,Nsiko,Chevron,Possible,Oil & Gas,3 Jun 2019,"1,729","2010: Partner Sasol estimates Nsiko gross recoverable resources (P50) at 289 million BOE and 617 million barrels STOIIP. Proved reserves for this project have not been recognised yet. Planned production rate is 100,000 b/d of oil and 250 million scf/d of liquids rich gas."
Nsimbo,West Africa,Nigeria,,Nsimbo,ExxonMobil,Production,,1 Jul 1998,15,
Nza,West Africa,Nigeria,OPL 214,,ExxonMobil,Sub-Commercial,Oil & Gas,,"1,000","3/14: Svenska advises that Nza is probably too small to justify a commercial development. 
Development dependent upont adding further resources through continued exploration. Drilled in 2012. Water depth is an estimate."
Obe,West Africa,Nigeria,OML 110,Obe,Tuscan Energy,Production,,11 Dec 1999,20,01/01: production ceased due to disagreement with partner cavendish 03/02: contract terminated for FPSO sea crystal
Oberan,West Africa,Nigeria,OML 134,,Eni,Discovery,Oil,,650,Discovered 2007. Appraisal well drilled in 2009. Deemed commercial.
Obo,West Africa,Nigeria,1,Obo,Total,Possible,Oil & Gas,25 Sep 2017,"1,719","03/11: Total considering a tie-back to Akpo

05/06: in nigeria-sao tome & principe joint development zone. Results to be evaluated to determine whether commercial."
Odudu,West Africa,Nigeria,OML 100,Odudu,Total,Production,,1 Apr 1993,75,Five platform complex exports via shuttle tanker - central platform with four wellhead platforms tied back. Total dev cost $1.5 bn.
Off Bellatrix,West Africa,Nigeria,,Off Bellatrix,,Production,,1 Jun 1993,30,
Off Lagos,West Africa,Nigeria,,Off Lagos,,Production,,1 Jun 1967,4,
Offshore Nigeria,West Africa,Nigeria,,Offshore Nigeria,Shell,Tender,,1 Dec 2016,,
Ofon,West Africa,Nigeria,"Ofon, OML 102","Ofon, Ofon Phase II",Total,Production,,24 Dec 1997,85,"2011: start up for Ofon Phase II planned for end 2014.
1997: Central production platform+2 wellheads+flare. Peak prod of 60,000 b/d expected by end of 99."
Ogedeh,West Africa,Nigeria,OML 90,"Ogedeh, Ogedeh EWT",Bicta,Planned,Oil & Gas,1 Jun 2015,12,"The well encountered 15 metres (50ft) of oil in five sands, 8 metres (26ft) of gas in two sands and 11 metres (37ft) of unknown hydrocarbons in one sand. However, the well encountered mechanical problems and was not tested. 
05/07: possible two well tie-back to FPSO or12km pipe to forcados terminal. Development possibly with ajapa and akepo. Ogedeh is a small, marginal field and is likely uneconomic if developed by itself.

Field was discovered in 1993 with the Ogedeh 1 well, drilled by Chevron."
Ogide,West Africa,Nigeria,OPL 286-DO,,BG,Discovery,,,450,
Ogo,West Africa,Nigeria,OPL 310,Ogo,Optimum Petroleum Development,Possible,Oil,1 Aug 2018,100,"11/13: An appraisal well is planned for the second half of 2014.
8/13: Drilling of sidetrack well is still ongoing. Completion expected in September.
06/13: The Ogo-1 well was drilled to a total measured depth of 3,206 m (10,518 ft) and encountered a 160 m (524 ft) gross hydrocarbon column with 65 m (216 ft) of net stacked pay."
Okono/Okpoho,West Africa,Nigeria,"OML 119, OPL 91","Okono/Okpoho Phase I, Okono/Okpoho Phase II, Okono/Okpoho, Okono/Okpoho Phase 2A",NNPC,Production,,1 Jul 2001,77,
Okoro East,West Africa,Nigeria,OML 112,"Okoro East Phase 1 (Okoro-14), Okoro Further Field Development",Afren Energy,Construction,Oil,31 Oct 2012,25,"03/12: Two production wells to be drilled using free well head slots on the existing Okoro platform, while Afren works simultaneously on developing standalone development options, which could see up to eight possible production wells being developed at the site.  
1/12:  Well discovered 549 feet (167m) true vertical thickness of net oil pay and 41ft (12.5m)of net gas pay. Well reached a true vertical depth of 8,016 feet (2,443 metres). Approx 2km away from main Okoro field."
Okoro/Setu,West Africa,Nigeria,OML 112,Okoro/Setu,Afren Energy,Production,,10 Jun 2008,20,
Okwok,West Africa,Nigeria,OML 67,Okwok,Oriental,Construction,,27 Apr 2016,50,"11/11: Oriental understood to be seeking to sell its share in Okwok and Ebok.

11/06: south of oml 123. Addax acquired 40% interest + acting as tech advisor. Possible dev using FPSO on oml 123 (Knock adoon)."
Okwori,West Africa,Nigeria,OPL 90,"Okwori Phase I, Okwori Phase II, Okwori Phase III, Okwori Phase IV, Okwori Phase V",Addax,Production,,21 Mar 2005,134,"FPSO + 4-6 subsea completions.Exp via shuttle tanker. FPSO has storage capacity of 920,000 barrels and is spread moored."
Okwori East,West Africa,Nigeria,OPL 90,,Addax,Sub-Commercial,,,137,OK-19 - dry well. Drilled in 2008.
Olobia,West Africa,Nigeria,OPL 233,,Nigdel United Oil,Discovery,Oil,,5,"4/13: The OPL 233 partnership, including SacOil, Energy Equity Resources (EER) and NIGDEL are planning to drill an appraisal well in 2013.

Discovered in 1986 by Shell. Water depth in the block ranges from 3 to 9 meters. Contingent resource of 19 MMboe."
Olokola Gas Supply (OKGS),West Africa,Nigeria,"OML 86, OML 90, OML 91","Escravos Phase IIIA (EGP3A), Olokola Gas Supply (OKGS), Okan, North Apoi, Okubie, Meji, Sonam",,Sub-Commercial,Condensate & Gas,1 Jan 1967,24,
OML 136,West Africa,Nigeria,OML 136,Temi Agge,,Possible,Gas,1 Aug 2017,140,
Omon,West Africa,Nigeria,OML 70,,ExxonMobil,Production,,,20,Startup late 97/early 98.Epic 'omon-usari production wellheads'+ +associated lines 4q95
OPL 98,West Africa,Nigeria,OPL 98,Antan Terminal,Addax,Production,,5 Feb 1986,38,
Opobo,West Africa,Nigeria,OML 11,Opobo,Shell,Production,,1 Jan 1979,3,Single satellite platform exporting via pipeline to shore
Opolo,West Africa,Nigeria,,Opolo,Chevron,Production,,18 Mar 1998,43,Paragon has eng services.Platform tied to parabe. Onstream 18/3/98 additional module installation in 1998.3 month ewt completed jan98.
Opuekeba,West Africa,Nigeria,,Opuekeba,Chevron,Production,,1 Jul 1993,15,Three production and utility platforms tied to infrastructure in the area
Oriri,West Africa,Nigeria,,,Texaco,Discovery,Oil & Gas,,14,
Oron West,West Africa,Nigeria,OML 123,Oron West,,Production,Oil,15 Oct 2008,8,
Ororo,West Africa,Nigeria,OML 95,Ororo,Sirius,Discovery,Oil & Gas,1 Feb 2016,8,"Orginally discovered in 1986, the well encountered 22m of net gas pay and 38m of net oil pay."
Oso,West Africa,Nigeria,OML 70,"Oso Phase II, Oso, Oso pipeline replacement, Oso-Qua Iboe Terminal Gas Pipeline",ExxonMobil,Production,,1 Jan 1993,16,7 plt complex.Gas exp to edop-condensate to shore via pipes.Oil exp via shuttle tankers.$810m ph ii dev going ahead(Jan98)?detail exp'd
Otakikpo,West Africa,Nigeria,OML 11,"Otakikpo Phase 1, Otakikpo Phase 2",Lekoil,Planned,Oil & Gas,7 Dec 2015,8,
Otuo,West Africa,Nigeria,OML 86,Otuo,Consolidated Oil,Production,,1 Jul 1998,17,
Otuo South,West Africa,Nigeria,,,Conoil Producing,Discovery,Oil,,17,
Owanare,West Africa,Nigeria,OML 122,,Peak Petroleum,Sub-Commercial,,,137,"Owanare gas discovery, 18km sw of bilabri b-dx1 oil discovery."
Owowo,West Africa,Nigeria,OPL 223,,Total,Discovery,Oil,,670,"07/12: Owowo west well currently being drilled.

contains light oil"
Owowo South B-1,West Africa,Nigeria,OPL 223,,Total,Discovery,Oil,,670,
Oyo,West Africa,Nigeria,OML 120,"Oyo Phase 1, Oyo Phase 2, Oyo",CAMAC,Production,Oil & Gas,15 Dec 2009,316,1995: oyo-1 drilled. 1998: statoil sells 40% to allied energy after deciding not to develop. 09/05: eni becomes operator
Parabe,West Africa,Nigeria,"OML 49, OML 95","Parabe, Escravos Phase IIIB (EGP3B) Stage 1, Escravos Phase IIIB (EP3B) Stage 2",Gulf Oil Nigeria,Production,,1 Jan 1971,20,Originally two platform complex exporting oil via pipeline to meren mar98:bids close for fab & inst of add plt.Offshore work 1h99?
Pegi,West Africa,Nigeria,OML 104,,ExxonMobil,Discovery,Condensate & Gas,,96,
Pennington,West Africa,Nigeria,,Pennington,Chevron,Production,,1 Jan 1977,15,Single drilling/production platform tied to middleton field
Pina,West Africa,Nigeria,OPL 256,,Devon Energy,Discovery,,,,04/06: pioneer reports participating in pina 1-x well. Found 2 non- commercial gas reservoirs. 05/07: devon divesting all wa assets 07
Preowei,West Africa,Nigeria,OML 130,,Total,Discovery,Oil,,"1,500",Discovered in 2004. Deepwater field. Water depth is an estimate.
Qua Iboe,West Africa,Nigeria,,Qua Iboe,ExxonMobil,Production,,1 Jul 1979,0,
Robertkiri,West Africa,Nigeria,OML 55,Robertkiri,Gulf Oil Nigeria,Production,,1 Jan 1986,45,Three platform complex exports oil via pipelien to a tee piece in the bonny pipeline system
Sengana,West Africa,Nigeria,OML 86,Sengana,Chevron,Production,,1 Jan 1985,14,Satellite platform exporting hydrocarbons to funiwa via pipeline
Sifon,West Africa,Nigeria,OML 102,,Total,Discovery,Oil & Gas,,50,"04/07: development may include tie-back to ofon, also in oml102"
